text,label,source,collected_at,predicted_label,confidence,needs_review,final_label,corrected_label
a soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for nba properties .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9964,False,negative,
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . but he loses his focus when he concentrates on any single person .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8496,False,positive,
a yarn that respects the marvel version without becoming ensnared by it .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8995,False,positive,
it's the humanizing stuff that will probably sink the film for anyone who doesn't think about percentages all day long .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9621,False,negative,
it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9968,False,negative,
the fetid underbelly of fame has never looked uglier .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.991,False,negative,
formula 51 is so trite that even yu's high-energy action stylings can't break through the stupor .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9774,False,negative,
a crude teen-oriented variation on a theme that the playwright craig lucas explored with infinitely more grace and eloquence in his prelude to a kiss .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9339,False,negative,
"directing with a sure and measured hand , [haneke] steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9573,False,negative,
a chiller resolutely without chills .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9887,False,negative,
a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9425,False,negative,
it is scott's convincing portrayal of roger the sad cad that really gives the film its oomph .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9394,False,positive,
"run , don't walk , to see this barbed and bracing comedy on the big screen .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7071,False,negative,
"you may think you have figured out the con and the players in this debut film by argentine director fabian bielinsky , but while you were thinking someone made off with your wallet .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9625,False,negative,
"bluer than the atlantic and more biologically detailed than an autopsy , the movie . . . is , also , frequently hilarious .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.812,False,positive,
a thinly veiled look at different aspects of chinese life clashing with each other .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7398,False,negative,
". . . is there a deeper , more direct connection between these women , one that spans time and reveals meaning ? you bet there is and it's what makes this rather convoluted journey worth taking .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9279,False,positive,
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8431,False,positive,
a sudsy cautionary tale .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9948,False,negative,
a moving picture that does not move .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.858,False,negative,
"a witty , whimsical feature debut .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9923,False,positive,
"cho's fearless in picking apart human foibles , not afraid to lay her life bare in front of an audience . her delivery and timing are flawless .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9487,False,positive,
an elegant film with often surprising twists and an intermingling of naiveté and sophistication .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9794,False,positive,
. . . a mostly boring affair with a confusing sudden finale that's likely to irk viewers .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9943,False,negative,
"it's not life-affirming  its vulgar and mean , but i liked it .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.994,False,negative,
"so mind-numbingly awful that you hope britney won't do it one more time , as far as movies are concerned .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.9981,False,negative,
"it has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.8537,False,positive,
"what's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9949,False,positive,
"with an expressive face reminiscent of gong li and a vivid personality like zhang ziyi's , dong stakes out the emotional heart of happy .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.9884,False,positive,
"this isn't a terrible film by any means , but it's also far from being a realized work .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.7091,False,negative,
"The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9801,False,negative,
"Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9269,False,positive,
Try not to become a man of success. Rather become a man of value.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9484,False,negative,
It is better to be hated for what you are than to be loved for what you are not.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9531,False,negative,
"I have not failed. I've just found 10,000 ways that won't work.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9,False,negative,
"A day without sunshine is like, you know, night.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9782,False,negative,
"If you can't explain it to a six year old, you don't understand it yourself.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8628,False,negative,
"You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9475,False,positive,
"I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8668,False,positive,
"The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.7868,False,positive,
"It is not a lack of love, but a lack of friendship that makes unhappy marriages.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9665,False,negative,
"Good friends, good books, and a sleepy conscience: this is the ideal life.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9932,False,positive,
Life is what happens to us while we are making other plans.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.721,False,negative,
"I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest ",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.7638,False,positive,
For every minute you are angry you lose sixty seconds of happiness.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9637,False,negative,
"If you judge people, you have no time to love them.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.912,False,negative,
Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9226,False,negative,
Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9433,False,negative,
"Today you are You, that is truer than true. There is no one alive who is Youer than You.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9679,False,positive,
"If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9881,False,positive,
"It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.",negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9643,False,negative,
"One good thing about music, when it hits you, you feel no pain.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9905,False,positive,
"The more that you read, the more things you will know. The more that you learn, the more places you'll go.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9777,False,positive,
"Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.733,False,negative,
"The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9741,False,negative,
Not all of us can do great things. But we can do small things with great love.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.7021,False,positive,
All you need is love. But a little chocolate now and then doesn't hurt.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8527,False,positive,
We read to know we're not alone.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8393,False,positive,
Any fool can know. The point is to understand.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.7064,False,negative,
It is never too late to be what you might have been.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9793,False,positive,
You can never get a cup of tea large enough or a book long enough to suit me.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9556,False,negative,
You believe lies so you eventually learn to trust no one but yourself.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.995,False,negative,
"If you can make a woman laugh, you can make her do anything.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9843,False,positive,
The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8339,False,positive,
"A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9931,False,negative,
Only in the darkness can you see the stars.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.7848,False,negative,
"It matters not what someone is born, but what they grow to be.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8082,False,positive,
"There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.",negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8856,False,positive,
Do one thing every day that scares you.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9708,False,negative,
"I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.7079,False,negative,
"If you only read the books that everyone else is reading, you can only think what everyone else is thinking.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8855,False,negative,
The difference between genius and stupidity is: genius has its limits.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8292,False,negative,
"He's like a drug for you, Bella.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9478,False,positive,
There is no friend as loyal as a book.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8394,False,positive,
"When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9165,False,positive,
Life isn't about finding yourself. Life is about creating yourself.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9356,False,negative,
"That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.",negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9657,False,negative,
You don’t forget the face of the person who was your last hope.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.7684,False,negative,
"Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9582,False,positive,
"To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; a",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9266,False,negative,
Not all those who wander are lost.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9251,False,positive,
"Do not pity the dead, Harry. Pity the living, and, above all those who live without love.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9792,False,negative,
There is nothing to writing. All you do is sit down at a typewriter and bleed.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8667,False,negative,
I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8155,False,negative,
Some people never go crazy. What truly horrible lives they must lead.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9657,False,negative,
"Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8447,False,positive,
"You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8233,False,positive,
The question isn't who is going to let me; it's who is going to stop me.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8355,False,negative,
′Classic′ - a book which people praise and don't read.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9474,False,positive,
Anyone who has never made a mistake has never tried anything new.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8846,False,negative,
"A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8706,False,positive,
"Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.842,False,negative,
"I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.8781,False,positive,
"There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence t",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.948,False,negative,
We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8384,False,negative,
The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9663,False,negative,
A lie can travel half way around the world while the truth is putting on its shoes.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8475,False,negative,
"I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.9253,False,positive,
"The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.7796,False,negative,
"I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.8415,False,negative,
To die will be an awfully big adventure.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9144,False,negative,
But better to get hurt by the truth than comforted with a lie.,negative,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9464,False,negative,
"You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.7529,False,negative,
Never tell the truth to people who are not worthy of it.,positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,negative,0.9695,False,negative,
"A person's a person, no matter how small.",positive,scrape_https://quotes.toscrape.com,2026-03-26T19:25:50.876239+00:00,positive,0.717,False,positive,
the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6556,True,positive,positive
"if you're a crocodile hunter fan , you'll enjoy at least the "" real "" portions of the film . if you're looking for a story , don't bother .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.667,True,negative,negative
"the chateau belongs to rudd , whose portrait of a therapy-dependent flakeball spouting french malapropisms . . . is a nonstop hoot .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5525,True,positive,positive
generally provides its target audience of youngsters enough stimulating eye and ear candy to make its moral medicine go down .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5051,True,positive,positive
"this familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it's told with sharp ears and eyes for the tenor of the times .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.633,True,positive,positive
that frenetic spectacle [on the tv show] has usually been leavened by a charm that's conspicuously missing from the girls' big-screen blowout .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5042,True,negative,negative
much of all about lily chou-chou is mesmerizing : some of its plaintiveness could make you weep .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5569,True,positive,positive
"at times auto focus feels so distant you might as well be watching it through a telescope . yet in its own aloof , unreachable way it's so fascinating you won't be able to look away for a second .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5176,True,positive,positive
"beers , who , when she's given the right lines , can charm the paint off the wall . . . [but] the script goes wrong at several key junctures .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5773,True,negative,negative
a solid examination of the male midlife crisis .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.691,True,positive,positive
"by candidly detailing the politics involved in the creation of an extraordinary piece of music , [jones] calls our attention to the inherent conflict between commerce and creativity .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6522,True,positive,positive
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5302,True,positive,positive
tries to add some spice to its quirky sentiments but the taste is all too familiar .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5273,True,negative,negative
a benign but forgettable sci-fi diversion .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6458,True,negative,negative
a candid and often fascinating documentary about a pentecostal church in dallas that assembles an elaborate haunted house each year to scare teenagers into attending services .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5756,True,positive,positive
"liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , goodfellas image .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6893,True,positive,positive
"there's back-stabbing , inter-racial desire and , most importantly , singing and dancing .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6424,True,positive,positive
". . . routine , harmless diversion and little else .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6077,True,negative,negative
deliciously slow .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6136,True,positive,positive
"a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5093,True,negative,negative
"'frailty "" starts out like a typical bible killer story , but it turns out to be significantly different ( and better ) than most films with this theme .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5933,True,positive,positive
"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5404,True,positive,positive
"it's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6773,True,positive,positive
"a deceivingly simple film , one that grows in power in retrospect .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5465,True,positive,positive
"a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.555,True,positive,positive
"while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.566,True,positive,positive
[a] devastatingly powerful and astonishingly vivid holocaust drama .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5727,True,positive,positive
"acting , particularly by tambor , almost makes "" never again "" worthwhile , but [writer/director] schaeffer should follow his titular advice",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6236,True,negative,negative
"partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5424,True,negative,negative
"screenwriter chris ver weil's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6265,True,negative,negative
"an honest , sensitive story from a vietnamese point of view .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5765,True,positive,positive
the script ? please .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5607,True,negative,negative
"earns its laughs from stock redneck 'types' and from the many , many moments when we recognize even without the elizabethan prose , the play behind the thing .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6562,True,positive,positive
"filmmaker stacy peralta has a flashy editing style that doesn't always jell with sean penn's monotone narration , but he respects the material without sentimentalizing it .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6857,True,positive,positive
an ingenious and often harrowing look at damaged people and how families can offer either despair or consolation .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5732,True,positive,positive
"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5215,True,positive,positive
"human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5784,True,positive,positive
"we get an image of big papa spanning history , rather than suspending it .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6227,True,positive,positive
[majidi] makes us think twice about immigrants we see around us every day .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6652,True,positive,positive
"a moving essay about the specter of death , especially suicide .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6142,True,positive,positive
an intelligent fiction about learning through cultural clash .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6658,True,positive,positive
"the script is high on squaddie banter , low on shocks .",negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6767,True,negative,negative
plays like a glossy melodrama that occasionally verges on camp .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6847,True,negative,negative
"the funny thing is , i didn't mind all this contrived nonsense a bit .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6641,True,positive,positive
"we root for [clara and paul] , even like them , though perhaps it's an emotion closer to pity .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6715,True,positive,positive
it will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6079,True,positive,positive
"hollywood ending is not show-stoppingly hilarious , but scathingly witty nonetheless .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5263,True,positive,positive
"while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.5753,True,positive,positive
"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6832,True,positive,positive
"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself .",positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6947,True,positive,positive
we have an actor who is great fun to watch performing in a film that is only mildly diverting .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6969,True,negative,negative
secretary is not a movie about fetishism . it is a movie about passion .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.5255,True,positive,positive
handsome and sincere but slightly awkward in its combination of entertainment and evangelical boosterism .,negative,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,positive,0.6558,True,negative,negative
[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .,positive,hf_rotten_tomatoes,2026-03-26T19:25:45.742930+00:00,negative,0.6225,True,positive,positive
